event_id,team_id,player_id,overrun,nutmeg,outcome_id,outcome_name,no touch,team_name,player_name,match_id,season_name,competition_name
a18effb6-9e7c-40c8-9b62-cb267a47b7ee,22,40242,False,False,9,Incomplete,False,Leicester City,Marcus Bent,3749257,2003/2004,Premier League
7e614f54-d8e7-425f-8363-4c64c073bc6c,1,15515,False,False,9,Incomplete,False,Arsenal,Patrick Vieira,3749257,2003/2004,Premier League
b830aa36-0408-452f-98ed-8ecefeb4b7f3,1,15516,False,False,9,Incomplete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
cb9ed71a-4806-42a3-ab34-86371427cb9a,1,15516,False,False,9,Incomplete,False,Arsenal,Thierry Henry,3749257,2003/2004,Premier League
02e1ac5a-3748-49a9-a5ce-bece2cb5094e,1,15516,False,False,8,Complete,False,Arsenal,Thierry Henry,3749274,2003/2004,Premier League
42fc55a4-81dd-4cc9-814e-50028fcf44e2,1,15516,False,False,8,Complete,False,Arsenal,Thierry Henry,3749274,2003/2004,Premier League
39c748a8-63f2-4be5-bd1d-9791d1176a5a,105,376518,False,False,8,Complete,False,Portsmouth,Trésor Lomana LuaLua,3749274,2003/2004,Premier League
7d3da456-03e8-4da2-b0b0-b51ea4f5ed80,1,40222,False,True,9,Incomplete,False,Arsenal,Laureano Bisan-Etame Mayer,3749274,2003/2004,Premier League
6b562554-5965-434a-81ea-cb081bcc7b81,105,376518,False,False,8,Complete,False,Portsmouth,Trésor Lomana LuaLua,3749274,2003/2004,Premier League
a8ca3e16-e439-4501-8f96-b5b02df480aa,1,15516,False,False,8,Complete,False,Arsenal,Thierry Henry,3749274,2003/2004,Premier League
c6563aa4-fe1a-4090-bc86-93605bf68ae1,1,24972,True,False,8,Complete,False,Arsenal,Ray Parlour,3749274,2003/2004,Premier League
93d40d2a-de72-40d2-b79d-1e306cd7e203,1,15754,False,False,9,Incomplete,False,Arsenal,Fredrik Ljungberg,3749274,2003/2004,Premier League
a6dad930-8bcc-499b-9d32-ac0115f2d6a5,1,12529,False,False,8,Complete,False,Arsenal,Ashley Cole,3749274,2003/2004,Premier League
